Global Volcanism Program - Volcanoes of the World 5.1.7,,,,Downloaded on 31 May 2024 at 03:19 PM,,,,,,,,,,,,,,,,,,,
Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
352050,Cotopaxi,11554,Confirmed Eruption,,3,,,1803,,1,,4,,Observations: Reported,,1803,,1,,5,,-0.677,-78.436
354040,Tutupaca,11799,Confirmed Eruption,,4,?,,1802,,3,,20,,Observations: Reported,,1802,,8,,20,10,-17.026,-70.372
352030,Antisana,11427,Confirmed Eruption,Volcano Uncertain: possibly Reventador,2,,,1801,,0,?,0,,,,1802,,5,?,0,,-0.481,-78.141
353020,Wolf,11682,Confirmed Eruption,,2,?,,1800,,8,,21,,Observations: Reported,,1800,,8,,21,,0.02,-91.35
354031,Ticsani,11793,Confirmed Eruption,,,,,1800,200,0,,0,,Correlation: Tephrochronology,,,,,,,,-16.7586,-70.5981
357120,Villarrica,21010,Confirmed Eruption,,2,?,,1798,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
353020,Wolf,11681,Confirmed Eruption,,,,,1797,,8,,0,,Observations: Reported,,,,,,,,0.02,-91.35
352010,Reventador,11426,Confirmed Eruption,,3,,,1797,,1,,0,,Observations: Reported,,,,,,,,-0.077,-77.656
351080,Galeras,11354,Confirmed Eruption,,2,,,1796,,11,,0,,Observations: Reported,,1801,,0,,0,,1.22,-77.37
358020,Calbuco,12250,Confirmed Eruption,,,,?,1792,,0,,0,,Observations: Reported,,,,,,,,-41.33,-72.618
358010,Osorno,12231,Confirmed Eruption,SE base,2,,,1790,,3,,9,,Observations: Reported,,1791,,12,,26,5,-41.105,-72.496
357120,Villarrica,12119,Confirmed Eruption,,1,,,1790,,1,,0,,Observations: Reported,,1801,,0,,0,,-39.42,-71.93
354010,"Misti, El",11768,Confirmed Eruption,,1,?,,1787,,7,,28,,Observations: Reported,,1787,,10,,10,,-16.294,-71.409
357120,Villarrica,12118,Confirmed Eruption,,2,,,1787,,0,,0,,Observations: Reported,,,,,,,,-39.42,-71.93
354040,Tutupaca,11798,Confirmed Eruption,,2,,,1787,,,,,,Observations: Reported,,1789,,,,,,-17.026,-70.372
352006,Cayambe,11417,Confirmed Eruption,Upper SE flank,2,?,,1785,,2,,0,,Observations: Reported,,1786,,3,,0,,0.029,-77.986
354010,"Misti, El",11767,Confirmed Eruption,,2,,,1784,,7,,9,,Observations: Reported,,,,,,,,-16.294,-71.409
354006,Sabancaya,11746,Confirmed Eruption,,,,,1784,,7,,0,,Observations: Reported,,,,,,,,-15.787,-71.857
354020,Ubinas,11783,Confirmed Eruption,,2,,,1784,,0,,0,,Observations: Reported,,,,,,,,-16.345,-70.8972
357120,Villarrica,12117,Confirmed Eruption,,1,,,1780,,0,,0,,Observations: Reported,,,,,,,,-39.42,-71.93
357120,Villarrica,12116,Confirmed Eruption,,1,,,1777,,0,,0,,Observations: Reported,,1779,,0,,0,,-39.42,-71.93
352080,Tungurahua,11633,Confirmed Eruption,,2,,,1776,,1,,3,,Observations: Reported,,,,,,,,-1.467,-78.442
352080,Tungurahua,11632,Confirmed Eruption,,3,,,1773,,2,,4,,Observations: Reported,,1773,,7,?,0,,-1.467,-78.442
352022,Chacana,11458,Confirmed Eruption,South part of caldera,0,,,1773,,0,,0,,Observations: Reported,,,,,,,,-0.375,-78.25
357120,Villarrica,21011,Confirmed Eruption,,2,?,,1771,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
352050,Cotopaxi,11553,Confirmed Eruption,,4,,,1768,,4,,4,,Observations: Reported,,,,,,,,-0.677,-78.436
357120,Villarrica,21012,Confirmed Eruption,,2,?,,1767,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
352050,Cotopaxi,11552,Confirmed Eruption,,3,,,1766,,2,,10,,Observations: Reported,,1766,,12,,0,,-0.677,-78.436
358010,Osorno,12230,Confirmed Eruption,,1,,,1765,14,0,,0,,Observations: Reported,,,,,,,,-41.105,-72.496
357040,Planchon-Peteroa,11930,Confirmed Eruption,Peteroa (2 km S of Planchón summit),4,,,1762,,12,,3,,Observations: Reported,,,,,,,,-35.223,-70.568
357120,Villarrica,21013,Confirmed Eruption,,2,?,,1761,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
352022,Chacana,11457,Confirmed Eruption,SW flank,0,,,1760,,0,,0,,Observations: Reported,,,,,,,,-0.375,-78.25
357120,Villarrica,12114,Confirmed Eruption,,1,,,1759,,12,,0,,Observations: Reported,,1759,,12,,0,,-39.42,-71.93
357110,Llaima,12025,Confirmed Eruption,,2,,,1759,,12,,0,,Observations: Reported,,,,,,,,-38.692,-71.729
353090,Santiago,11731,Confirmed Eruption,West flank (James Bay),,,,1759,75,0,,0,,Correlation: Anthropology,,,,,,,,-0.22,-90.77
357150,Puyehue-Cordon Caulle,12207,Confirmed Eruption,Cordón Caulle,2,,?,1759,,0,,0,,Observations: Reported,,,,,,,,-40.59,-72.117
351080,Galeras,11353,Confirmed Eruption,,2,,,1754,,0,,0,,Observations: Reported,,1756,,0,,0,,1.22,-77.37
357080,Antuco,11996,Confirmed Eruption,,3,?,,1752,,1,,31,,Observations: Reported,,1752,,2,,1,,-37.406,-71.349
357070,"Chillan, Nevados de",11969,Confirmed Eruption,Cerro Blanco and Volcán Viejo?,2,?,,1752,,1,,30,,Observations: Reported,,,,,,,,-36.868,-71.378
357072,Tromen Volcanic Plateau,11961,Confirmed Eruption,,3,?,,1751,,12,,31,365,Observations: Reported,,,,,,,,-37.144,-70.033
357091,Callaqui,19914,Confirmed Eruption,,2,,,1751,,12,,31,,Observations: Reported,,,,,,,,-37.92,-71.45
357110,Llaima,12024,Confirmed Eruption,,2,,,1751,,12,,18,,Observations: Reported,,1752,,0,,0,,-38.692,-71.729
357120,Villarrica,12113,Confirmed Eruption,,1,?,,1751,,12,,14,,Observations: Reported,,,,,,,,-39.42,-71.93
357040,Planchon-Peteroa,11929,Confirmed Eruption,,2,,,1751,,11,,0,,Observations: Reported,,1751,,12,,0,,-35.223,-70.568
352050,Cotopaxi,11551,Confirmed Eruption,,2,,,1750,,9,,2,1,Observations: Reported,,1750,,9,,4,1,-0.677,-78.436
357090,Copahue,12001,Confirmed Eruption,,2,,?,1750,,0,,0,,Observations: Reported,,,,,,,,-37.856,-71.183
357080,Antuco,11995,Confirmed Eruption,,2,,,1750,10,0,,0,,Observations: Reported,,,,,,,,-37.406,-71.349
354006,Sabancaya,11745,Confirmed Eruption,,,,,1750,,0,,0,,Observations: Reported,,,,,,,,-15.787,-71.857
357123,Huanquihue Group,12087,Confirmed Eruption,Achín-Niellu (Volcán Escorial),,,,1750,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-39.887,-71.58
357070,"Chillan, Nevados de",11968,Confirmed Eruption,Volcán Viejo,3,^,?,1749,,0,,0,,Observations: Reported,,1751,,0,,0,,-36.868,-71.378
352030,Antisana,11425,Confirmed Eruption,Volcano Uncertain: possibly Reventador,2,?,<,1748,,0,,0,,,,,,,,,,-0.481,-78.141
352050,Cotopaxi,11550,Confirmed Eruption,,2,,,1747,,0,,0,,Observations: Reported,,1749,,0,,0,,-0.677,-78.436
352050,Cotopaxi,11549,Confirmed Eruption,,2,,,1746,,2,,0,,Observations: Reported,,,,,,,,-0.677,-78.436
357120,Villarrica,12112,Confirmed Eruption,,1,?,,1745,,0,,0,,Observations: Reported,,,,,,,,-39.42,-71.93
352050,Cotopaxi,11548,Confirmed Eruption,,4,,,1744,,5,,0,,Observations: Reported,,1744,,12,,0,,-0.677,-78.436
352050,Cotopaxi,11547,Confirmed Eruption,,2,,,1743,,9,,27,,Observations: Reported,,1743,,10,,4,,-0.677,-78.436
352050,Cotopaxi,11546,Confirmed Eruption,,3,?,,1743,,4,,0,,Observations: Reported,,,,,,,,-0.677,-78.436
352050,Cotopaxi,11545,Confirmed Eruption,,3,?,,1742,,12,,9,,Observations: Reported,,,,,,,,-0.677,-78.436
352050,Cotopaxi,11544,Confirmed Eruption,,3,?,,1742,,6,,15,,Observations: Reported,,1742,,7,,0,,-0.677,-78.436
357120,Villarrica,12111,Confirmed Eruption,,2,?,,1742,,0,,0,,Observations: Reported,,,,,,,,-39.42,-71.93
358040,Michinmahuida,12176,Confirmed Eruption,,2,,,1742,,0,,0,,Observations: Reported,,,,,,,,-42.799,-72.445
352050,Cotopaxi,11543,Confirmed Eruption,,2,,,1740,,0,,0,,Observations: Reported,,1741,,0,,0,,-0.677,-78.436
358057,"Hudson, Cerro",12296,Confirmed Eruption,,,,,1740,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-45.9,-72.97
352050,Cotopaxi,11542,Confirmed Eruption,,2,,,1738,,0,,0,,Observations: Reported,,,,,,,,-0.677,-78.436
357120,Villarrica,12110,Confirmed Eruption,,2,?,,1737,,12,,24,,Observations: Reported,,,,,,,,-39.42,-71.93
357120,Villarrica,12109,Confirmed Eruption,,2,?,,1730,,7,,8,,Observations: Reported,,,,,,,,-39.42,-71.93
352090,Sangay,11647,Confirmed Eruption,,3,,,1728,,9,,30,30,Observations: Reported,<,1916,,0,,0,,-2.005,-78.341
357120,Villarrica,21014,Confirmed Eruption,,2,?,,1721,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
351012,"Bravo, Cerro",11265,Confirmed Eruption,,4,,,1720,150,0,,0,,Correlation: Tephrochronology,,,,,,,,5.091,-75.293
358010,Osorno,12229,Confirmed Eruption,,2,,,1719,,0,,0,,Observations: Reported,,,,,,,,-41.105,-72.496
357120,Villarrica,12108,Confirmed Eruption,,1,,,1716,,0,,0,,Observations: Reported,,,,,,,,-39.42,-71.93
357120,Villarrica,21015,Confirmed Eruption,,2,?,,1715,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
358054,Mentolat,12281,Confirmed Eruption,,,,,1710,5,0,,0,,Observations: Reported,,,,,,,,-44.7,-73.08
357120,Villarrica,21016,Confirmed Eruption,,2,?,,1709,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21017,Confirmed Eruption,,2,?,,1708,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21018,Confirmed Eruption,,2,?,,1705,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
352006,Cayambe,11416,Confirmed Eruption,,,,?,1700,,0,,0,,Correlation: Tephrochronology,,,,,,,,0.029,-77.986
352050,Cotopaxi,11541,Confirmed Eruption,,3,?,,1698,,0,,0,,Observations: Reported,,,,,,,,-0.677,-78.436
358030,Huequi,22115,Confirmed Eruption,,2,,,1695,50,,,,,Correlation: Tephrochronology,,,,,,,,-42.377,-72.578
352010,Reventador,11424,Confirmed Eruption,,3,^,,1691,,0,,0,,Observations: Reported,,,,,,,,-0.077,-77.656
357120,Villarrica,12107,Confirmed Eruption,,1,,?,1688,,0,,0,,Observations: Reported,,,,,,,,-39.42,-71.93
357120,Villarrica,21019,Confirmed Eruption,,2,?,,1682,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
354010,"Misti, El",11766,Confirmed Eruption,,2,,,1677,,5,,2,,Observations: Reported,,,,,,,,-16.294,-71.409
354020,Ubinas,11782,Confirmed Eruption,,3,?,,1677,,0,,0,,Observations: Reported,,,,,,,,-16.345,-70.8972
357120,Villarrica,21020,Confirmed Eruption,,2,?,,1675,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21021,Confirmed Eruption,,2,?,,1672,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
351080,Galeras,11352,Confirmed Eruption,,3,,,1670,,0,,0,,Observations: Reported,,1736,,0,,0,,1.22,-77.37
357120,Villarrica,21022,Confirmed Eruption,,2,?,,1669,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
354020,Ubinas,11781,Confirmed Eruption,,3,,,1667,,0,,0,,Observations: Reported,,,,,,,,-16.345,-70.8972
354020,Ubinas,11780,Confirmed Eruption,,3,?,,1662,,0,,0,,Observations: Reported,,,,,,,,-16.345,-70.8972
352020,Guagua Pichincha,11483,Confirmed Eruption,,4,,,1660,,10,,27,,Observations: Reported,,1660,,11,,28,,-0.171,-78.598
357040,Planchon-Peteroa,11928,Confirmed Eruption,Peteroa,3,^,,1660,,0,,0,,Observations: Reported,,,,,,,,-35.223,-70.568
357120,Villarrica,12106,Confirmed Eruption,,1,?,,1657,,3,,15,,Observations: Reported,,,,,,,,-39.42,-71.93
357070,"Chillan, Nevados de",11967,Confirmed Eruption,Volcán Viejo,3,?,,1650,50,0,,0,,Observations: Reported,,,,,,,,-36.868,-71.378
357120,Villarrica,12105,Confirmed Eruption,,1,?,,1647,,5,,13,,Observations: Reported,,,,,,,,-39.42,-71.93
357120,Villarrica,21023,Confirmed Eruption,,2,?,,1645,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
358010,Osorno,12228,Confirmed Eruption,,2,,,1644,,0,,0,,Observations: Reported,,,,,,,,-41.105,-72.496
352080,Tungurahua,11627,Confirmed Eruption,,2,,,1644,,0,,0,,Observations: Reported,?,1646,,0,,0,,-1.467,-78.442
357120,Villarrica,21024,Confirmed Eruption,,2,?,,1642,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
351080,Galeras,11351,Confirmed Eruption,,3,,,1641,,0,,0,,Observations: Reported,,1643,,0,,0,,1.22,-77.37
357110,Llaima,12023,Confirmed Eruption,,4,,,1640,,2,,0,,Observations: Reported,,,,,,,,-38.692,-71.729
358010,Osorno,12227,Confirmed Eruption,,2,,,1640,,0,,0,,Observations: Reported,,,,,,,,-41.105,-72.496
352080,Tungurahua,11626,Confirmed Eruption,,3,?,,1640,,0,,0,,Observations: Reported,,1641,,0,,0,,-1.467,-78.442
358041,Chaiten,20852,Confirmed Eruption,,4,?,,1640,18,,,,,Isotopic: 14C (calibrated),,,,,,,,-42.8349,-72.6514
357120,Villarrica,21025,Confirmed Eruption,,2,?,,1638,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21026,Confirmed Eruption,,2,?,,1632,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
352090,Sangay,11646,Confirmed Eruption,,3,^,,1628,,10,,0,,Observations: Reported,,,,,,,,-2.005,-78.341
357120,Villarrica,21027,Confirmed Eruption,,2,?,,1625,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
351020,"Ruiz, Nevado del",11280,Confirmed Eruption,Near Arenas Crater,1,?,,1623,,0,,0,,Observations: Reported,,,,,,,,4.892,-75.324
357120,Villarrica,21028,Confirmed Eruption,,2,?,,1617,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
351080,Galeras,11350,Confirmed Eruption,,3,^,,1616,,7,,4,,Observations: Reported,,1616,,7,,4,,1.22,-77.37
357120,Villarrica,21029,Confirmed Eruption,,2,?,,1612,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21030,Confirmed Eruption,,2,?,,1610,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21031,Confirmed Eruption,,2,?,,1604,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
354030,Huaynaputina,11795,Confirmed Eruption,Summit and south flank,6,,,1600,,2,,17,1,Observations: Reported,,1600,,3,?,6,,-16.6144,-70.8542
358020,Calbuco,12249,Confirmed Eruption,,,,,1600,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-41.33,-72.618
357120,Villarrica,21032,Confirmed Eruption,,2,?,,1600,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
351020,"Ruiz, Nevado del",11279,Confirmed Eruption,Arenas Crater,4,,,1595,,3,<,9,,Observations: Reported,,,,,,,,4.892,-75.324
357120,Villarrica,12103,Confirmed Eruption,,2,,,1594,,0,,0,,Observations: Reported,,,,,,,,-39.42,-71.93
352010,Reventador,11423,Confirmed Eruption,Volcano Uncertain: possibly Antisana,3,^,,1590,,0,,0,,Observations: Reported,,,,,,,,-0.077,-77.656
352006,Cayambe,11415,Confirmed Eruption,North flank of main summit,,,?,1590,,0,,0,,Correlation: Tephrochronology,,,,,,,,0.029,-77.986
357120,Villarrica,21033,Confirmed Eruption,,2,?,,1584,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
352020,Guagua Pichincha,11482,Confirmed Eruption,,3,,,1582,,6,,5,,Observations: Reported,,1598,,0,,0,,-0.171,-78.598
357120,Villarrica,21034,Confirmed Eruption,,2,?,,1582,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
351080,Galeras,11349,Confirmed Eruption,,3,,,1580,,12,,7,,Observations: Reported,,1580,,12,,7,,1.22,-77.37
357120,Villarrica,21035,Confirmed Eruption,,2,?,,1579,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
352020,Guagua Pichincha,11479,Confirmed Eruption,,2,,,1575,,9,,8,,Observations: Reported,,,,,,,,-0.171,-78.598
358010,Osorno,12226,Confirmed Eruption,,2,,,1575,,0,,0,,Observations: Reported,,,,,,,,-41.105,-72.496
352006,Cayambe,11414,Confirmed Eruption,North flank of main summit,4,,?,1570,,0,,0,,Correlation: Tephrochronology,,,,,,,,0.029,-77.986
351020,"Ruiz, Nevado del",11278,Confirmed Eruption,Arenas Crater?,,,,1570,,0,,0,,Observations: Reported,,,,,,,,4.892,-75.324
352020,Guagua Pichincha,11478,Confirmed Eruption,,3,^,,1566,,10,,17,,Observations: Reported,,1566,,11,,16,,-0.171,-78.598
357120,Villarrica,21036,Confirmed Eruption,,2,?,,1564,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,12101,Confirmed Eruption,,2,,,1562,,0,,0,,Observations: Reported,,,,,,,,-39.42,-71.93
358056,Maca,20940,Confirmed Eruption,SW flank (Bahía Pérez),,,,1560,110,,,,,Isotopic: 14C (calibrated),,,,,,,,-45.1,-73.17
357120,Villarrica,12100,Confirmed Eruption,,2,,,1558,,0,,0,,Observations: Reported,,,,,,,,-39.42,-71.93
352080,Tungurahua,11625,Confirmed Eruption,,2,,,1557,,0,,0,,Observations: Reported,,,,,,,,-1.467,-78.442
351050,"Huila, Nevado del",11311,Confirmed Eruption,,,,,1555,5,0,,0,,Observations: Reported,,,,,,,,2.93,-76.03
357120,Villarrica,21037,Confirmed Eruption,,2,?,,1553,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
354020,Ubinas,11778,Confirmed Eruption,,3,?,,1550,50,0,,0,,Observations: Reported,,,,,,,,-16.345,-70.8972
353010,Fernandina,11652,Confirmed Eruption,,0,,>,1550,,0,,0,,Isotopic: Cosmic Ray Exposure,,,,,,,,-0.37,-91.55
358040,Michinmahuida,20857,Confirmed Eruption,,4,?,,1550,100,,,,,Isotopic: 14C (calibrated),,,,,,,,-42.799,-72.445
357120,Villarrica,21038,Confirmed Eruption,,2,?,,1543,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
352010,Reventador,11422,Confirmed Eruption,,3,^,,1541,,4,,0,,Observations: Reported,,,,,,,,-0.077,-77.656
357120,Villarrica,21039,Confirmed Eruption,,2,?,,1539,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21040,Confirmed Eruption,,2,?,,1538,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21041,Confirmed Eruption,,2,?,,1537,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
351080,Galeras,11348,Confirmed Eruption,,3,^,,1535,,0,,0,,Observations: Reported,,,,,,,,1.22,-77.37
352050,Cotopaxi,11540,Confirmed Eruption,,4,,,1534,,6,,0,,Observations: Reported,,1534,,7,,0,,-0.677,-78.436
352050,Cotopaxi,11539,Confirmed Eruption,,2,,,1533,,10,,0,,Observations: Reported,,1533,,11,,0,,-0.677,-78.436
352050,Cotopaxi,11538,Confirmed Eruption,,4,,,1532,,11,,15,,Observations: Reported,,,,,,,,-0.677,-78.436
357120,Villarrica,21042,Confirmed Eruption,,2,?,,1526,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21043,Confirmed Eruption,,2,?,,1523,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21044,Confirmed Eruption,,2,?,,1521,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21045,Confirmed Eruption,,2,?,,1516,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21046,Confirmed Eruption,,2,?,,1515,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21047,Confirmed Eruption,,2,?,,1509,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21048,Confirmed Eruption,,2,?,,1503,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21049,Confirmed Eruption,,2,?,,1497,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21050,Confirmed Eruption,,2,?,,1494,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21051,Confirmed Eruption,,2,?,,1492,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
354004,Andahua-Orcopampa,11739,Confirmed Eruption,Chilcayoc Grande,,,,1490,40,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-15.42,-72.33
357120,Villarrica,21052,Confirmed Eruption,,2,?,,1483,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21053,Confirmed Eruption,,2,?,,1479,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21054,Confirmed Eruption,,2,?,,1474,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21055,Confirmed Eruption,,2,?,,1471,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21056,Confirmed Eruption,,2,?,,1466,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21057,Confirmed Eruption,,2,?,,1463,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
354010,"Misti, El",11763,Confirmed Eruption,,2,,,1454,16,0,,0,,Observations: Reported,,,,,,,,-16.294,-71.409
357120,Villarrica,21058,Confirmed Eruption,,2,?,,1454,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
353020,Wolf,11680,Confirmed Eruption,Lower NE and SE flanks,0,,>,1450,,0,,0,,Isotopic: Cosmic Ray Exposure,,,,,,,,0.02,-91.35
357120,Villarrica,21059,Confirmed Eruption,,2,?,,1448,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
352006,Cayambe,11413,Confirmed Eruption,,,,?,1440,,0,,0,,Correlation: Tephrochronology,,,,,,,,0.029,-77.986
357120,Villarrica,21060,Confirmed Eruption,,2,?,,1433,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21061,Confirmed Eruption,,2,?,,1417,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21062,Confirmed Eruption,,2,?,,1413,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21063,Confirmed Eruption,,2,?,,1410,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21064,Confirmed Eruption,,2,?,,1404,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21065,Confirmed Eruption,,2,?,,1392,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21066,Confirmed Eruption,,2,?,,1388,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21067,Confirmed Eruption,,2,?,,1384,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
358020,Calbuco,12248,Confirmed Eruption,,,,,1380,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-41.33,-72.618
352050,Cotopaxi,11537,Confirmed Eruption,,4,+,?,1350,,0,,0,,Correlation: Tephrochronology,,,,,,,,-0.677,-78.436
352080,Tungurahua,11624,Confirmed Eruption,,3,?,,1350,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-1.467,-78.442
351020,"Ruiz, Nevado del",11276,Confirmed Eruption,Arenas Crater,4,,?,1350,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,4.892,-75.324
353050,"Negra, Sierra",11701,Confirmed Eruption,,0,,,1350,500,0,,0,,Isotopic: Cosmic Ray Exposure,,,,,,,,-0.83,-91.17
354010,"Misti, El",11762,Confirmed Eruption,,,,,1350,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-16.294,-71.409
354006,Sabancaya,11744,Confirmed Eruption,,,,,1350,150,0,,0,,Correlation: Tephrochronology,,,,,,,,-15.787,-71.857
351012,"Bravo, Cerro",11264,Confirmed Eruption,,4,,,1330,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,5.091,-75.293
358010,Osorno,12225,Confirmed Eruption,,,,,1310,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-41.105,-72.496
352006,Cayambe,11412,Confirmed Eruption,Tarugo Corral lava dome (NE flank),4,,?,1290,,0,,0,,Correlation: Tephrochronology,,,,,,,,0.029,-77.986
352060,Quilotoa,11597,Confirmed Eruption,,6,,?,1280,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-0.8592,-78.9044
352006,Cayambe,11411,Confirmed Eruption,,,,?,1270,,0,,0,,Correlation: Tephrochronology,,,,,,,,0.029,-77.986
352050,Cotopaxi,11535,Confirmed Eruption,,,,,1260,150,0,,0,,Correlation: Tephrochronology,,,,,,,,-0.677,-78.436
352080,Tungurahua,11623,Confirmed Eruption,,,,,1250,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-1.467,-78.442
353060,"Azul, Cerro",11716,Confirmed Eruption,,0,,>,1250,,0,,0,,Isotopic: Cosmic Ray Exposure,,,,,,,,-0.92,-91.408
357111,Sollipulli,12018,Confirmed Eruption,"North flank (Redondo, Chufquén)",,,,1240,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-38.97,-71.52
358010,Osorno,12224,Confirmed Eruption,,,,,1220,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-41.105,-72.496
357150,Puyehue-Cordon Caulle,12206,Confirmed Eruption,,,,,1220,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-40.59,-72.117
351040,Machin,11310,Confirmed Eruption,,,,,1180,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,4.487,-75.389
353030,Darwin,11692,Confirmed Eruption,,0,,,1150,300,0,,0,,Isotopic: Cosmic Ray Exposure,,,,,,,,-0.18,-91.28
353010,Fernandina,11651,Confirmed Eruption,,0,,>,1150,,0,,0,,Isotopic: Cosmic Ray Exposure,,,,,,,,-0.37,-91.55
353011,Ecuador,11649,Confirmed Eruption,,0,,>,1150,,0,,0,,Isotopic: Cosmic Ray Exposure,,,,,,,,-0.02,-91.546
357150,Puyehue-Cordon Caulle,12205,Confirmed Eruption,,,,,1140,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-40.59,-72.117
